"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"916","regulation of epidermal growth factor receptor signaling pathway (GO:0042058)","1/59",0.353308689231161,0.446265168263678,0.411894673757239,0.526334127123514,-0.906547511979905,0.943183934827599,"SHKBP1"
"917","regulation of cell proliferation (GO:0042127)","8/741",0.179615015733846,0.299772983323108,0.337601948946936,0.4570902791922,-0.54746602871275,0.93996606059433,"CD86;IFITM1;CSF1;GPNMB;EIF2AK2;PTPN6;OSMR;IFIT3"
"918","keratinocyte differentiation (GO:0030216)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.914781495665395,0.939489935602115,"ST14"
"919","regulation of cell-matrix adhesion (GO:0001952)","1/53",0.323957755186335,0.42020354682404,0.379770133909718,0.496337322517582,-0.822001070876437,0.926512060016624,"CSF1"
"920","coenzyme metabolic process (GO:0006732)","1/52",0.318938907148791,0.416382863612451,0.374249311740397,0.492325786732728,-0.809331171204462,0.924867815700711,"MTHFD1L"
"921","regulation of protein metabolic process (GO:0051246)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.899250289632321,0.923539228438737,"APOE"
"922","negative regulation of multicellular organismal process (GO:0051241)","2/126",0.236882577724744,0.343346489637896,0.310572714942973,0.435669524454345,-0.635698789972927,0.915527493751174,"GPNMB;SLC11A1"
"923","phosphatidylinositol-mediated signaling (GO:0048015)","1/57",0.343668458824018,0.436835962956689,0.401374288079264,0.51507563060225,-0.854837946126413,0.913033491697158,"PIK3CG"
"924","positive regulation of protein import into nucleus (GO:0042307)","1/54",0.32893986828729,0.42529242627273,0.385242624638242,0.501314646532485,-0.810112084189814,0.900747680233006,"DDX58"
"925","autophagosome organization (GO:1905037)","1/57",0.343668458824018,0.436835962956689,0.401374288079264,0.51507563060225,-0.839244526179643,0.896378504952578,"IRGM"
"926","regulation of Rho protein signal transduction (GO:0035023)","1/58",0.348506283441816,0.4415878775472,0.406657615057648,0.520746467741196,-0.848961649305616,0.89488964168633,"APOE"
"927","chemokine-mediated signaling pathway (GO:0070098)","1/53",0.323957755186335,0.42020354682404,0.379770133909718,0.496337322517582,-0.787595564000363,0.887732162786466,"CCL8"
"928","positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","1/54",0.32893986828729,0.42529242627273,0.385242624638242,0.501314646532485,-0.79507131877536,0.884024149229827,"PTPN6"
"929","cellular iron ion homeostasis (GO:0006879)","1/57",0.343668458824018,0.436835962956689,0.401374288079264,0.51507563060225,-0.821151654711033,0.877053909353297,"SLC11A1"
"930","lipid homeostasis (GO:0055088)","1/50",0.308789928327358,0.407548591056371,0.363060975519542,0.481285451596312,-0.744490266501589,0.874846102463531,"APOE"
"931","negative regulation of neuron projection development (GO:0010977)","1/52",0.318938907148791,0.416382863612451,0.374249311740397,0.492325786732728,-0.757916111598622,0.866112962849798,"APOE"
"932","regulation of tyrosine phosphorylation of STAT protein (GO:0042509)","1/62",0.367505959815487,0.45795727153843,0.4273322431851,0.538072469214258,-0.864163431882398,0.865041200077478,"PARP14"
"933","negative regulation of cell migration (GO:0030336)","2/122",0.226043201767718,0.334651488871198,0.297590322392385,0.424791258503956,-0.566037037188699,0.841713568456985,"BST2;IFITM1"
"934","positive regulation of protein kinase B signaling (GO:0051897)","2/128",0.242313477580803,0.347604452958176,0.31704674030761,0.43912795640307,-0.584708088870385,0.828837181320846,"CD86;PIK3CG"
"935","cell chemotaxis (GO:0060326)","1/61",0.362808272669685,0.454453189778556,0.422231590970498,0.535004276676603,-0.799302106090813,0.810397025765235,"C3AR1"
"936","cellular amide metabolic process (GO:0043603)","1/63",0.372169247218745,0.461857819668989,0.432388214547447,0.540485268184309,-0.819642427735073,0.810139954503571,"MTHFD1L"
"937","iron ion homeostasis (GO:0055072)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.828234354478605,0.808394019030073,"SLC11A1"
"938","positive regulation of cellular amide metabolic process (GO:0034250)","1/62",0.367505959815487,0.45795727153843,0.4273322431851,0.538072469214258,-0.80179482394877,0.802609241649723,"VIM"
"939","positive regulation of JAK-STAT cascade (GO:0046427)","1/65",0.38139362164963,0.468003374834831,0.442367664780826,0.545601879284437,-0.826384285140845,0.796571075031297,"PARP14"
"940","sterol metabolic process (GO:0016125)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.775140499299657,0.796077206655694,"APOE"
"941","establishment of protein localization to organelle (GO:0072594)","1/63",0.372169247218745,0.461857819668989,0.432388214547447,0.540485268184309,-0.801446268969109,0.792154751766406,"MMP12"
"942","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","1/56",0.338794955935228,0.433844762913869,0.396044287310805,0.510307957960441,-0.712100898562263,0.770749674082592,"IFI16"
"943","Notch signaling pathway (GO:0007219)","1/56",0.338794955935228,0.433844762913869,0.396044287310805,0.510307957960441,-0.701266514678984,0.759022968128727,"STAT1"
"944","protein targeting to membrane (GO:0006612)","1/62",0.367505959815487,0.45795727153843,0.4273322431851,0.538072469214258,-0.753531661668462,0.754297056386863,"RTP4"
"945","muscle contraction (GO:0006936)","2/138",0.269526875192885,0.371512930785222,0.349184477655031,0.46856046277763,-0.574201062708286,0.752827646996167,"BDKRB2;VIM"
"946","positive regulation of protein binding (GO:0032092)","1/61",0.362808272669685,0.454453189778556,0.422231590970498,0.535004276676603,-0.738443381353037,0.748693535753718,"APOE"
"947","regulation of protein kinase activity (GO:0045859)","2/148",0.29672720999235,0.395964881551253,0.380811980595301,0.497159736313475,-0.613201881932673,0.745004749732734,"PTPRC;CSF1"
"948","regulation of cellular catabolic process (GO:0031329)","1/56",0.338794955935228,0.433844762913869,0.396044287310805,0.510307957960441,-0.680361303684884,0.736395999685263,"IFI16"
"949","negative regulation of supramolecular fiber organization (GO:1902904)","1/55",0.33388551349493,0.430135607188789,0.390667203691437,0.506731948813973,-0.669174853516456,0.734056119242081,"PLEKHH2"
"950","diterpenoid metabolic process (GO:0016101)","1/63",0.372169247218745,0.461857819668989,0.432388214547447,0.540485268184309,-0.722355354366184,0.713980772736162,"APOE"
"951","cell junction assembly (GO:0034329)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.692315882936816,0.7110154800448,"FLNC"
"952","triglyceride metabolic process (GO:0006641)","1/53",0.323957755186335,0.42020354682404,0.379770133909718,0.496337322517582,-0.630748551120703,0.710943282383132,"APOE"
"953","cholesterol metabolic process (GO:0008203)","1/69",0.399440461344558,0.48229033659338,0.461807259402974,0.562667085521318,-0.76921801941963,0.705904113320307,"APOE"
"954","nuclear import (GO:0051170)","1/72",0.412631535017581,0.492785926358954,0.475944303401578,0.573512885598901,-0.795241860529539,0.703948294758487,"MMP12"
"955","negative regulation of neuron apoptotic process (GO:0043524)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.721193480736872,0.703917307026206,"APOE"
"956","negative regulation of dephosphorylation (GO:0035305)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.710632626730291,0.693609438041292,"SFI1"
"957","vesicle targeting, rough ER to cis-Golgi (GO:0048207)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.706562316451505,0.689636631954254,"CTSZ"
"958","positive regulation of intracellular protein transport (GO:0090316)","2/153",0.310279525389748,0.408173393116426,0.396388588092094,0.510307957960441,-0.588323003080118,0.688503640063595,"ITGAM;ITGAX"
"959","renal system development (GO:0072001)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.663552251119484,0.681474936503206,"STAT1"
"960","actin cytoskeleton reorganization (GO:0031532)","1/62",0.367505959815487,0.45795727153843,0.4273322431851,0.538072469214258,-0.680615286574648,0.681306616975356,"PLEK"
"961","carbohydrate homeostasis (GO:0033500)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.694634779167393,0.677994818559173,"OAS1"
"962","mitochondrion organization (GO:0007005)","2/168",0.350567738272249,0.443733324178634,0.441991702755935,0.545601879284437,-0.639579033721029,0.670407593369349,"MX1;IFIT2"
"963","epidermal cell differentiation (GO:0009913)","1/68",0.394978381351727,0.479126162040596,0.457011334104061,0.559084931568928,-0.720493486020575,0.669283868490162,"ST14"
"964","positive regulation of growth (GO:0045927)","1/72",0.412631535017581,0.492785926358954,0.475944303401578,0.573512885598901,-0.752259667590581,0.66590044676893,"CXCL16"
"965","post-translational protein modification (GO:0043687)","4/358",0.269770800362713,0.371512930785222,0.394174366436061,0.510307957960441,-0.506422223084249,0.663505568752205,"C3;C4A;CSF1;APOE"
"966","regulation of hydrolase activity (GO:0051336)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.826875920076619,0.659343559254715,"PROM2"
"967","negative regulation of MAP kinase activity (GO:0043407)","1/62",0.367505959815487,0.45795727153843,0.4273322431851,0.538072469214258,-0.656627541082713,0.657294506092237,"APOE"
"968","retinoid metabolic process (GO:0001523)","1/76",0.429773011994882,0.506233117745682,0.494222095012417,0.585007489675798,-0.778059419300997,0.657069692536283,"APOE"
"969","glycerophospholipid biosynthetic process (GO:0046474)","2/165",0.342565182028404,0.436815919940981,0.433016669761707,0.540709934780162,-0.611043829895893,0.654607177408012,"PLCG2;PIK3CG"
"970","homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)","1/65",0.38139362164963,0.468003374834831,0.442367664780826,0.545601879284437,-0.673069108955404,0.648787003009846,"CD84"
"971","COPII vesicle coating (GO:0048208)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.663742994925756,0.64784304631854,"CTSZ"
"972","positive regulation of endothelial cell migration (GO:0010595)","1/71",0.408266801198217,0.489027331455121,0.471273380138174,0.56966973278374,-0.721952132709633,0.646749551149892,"ANXA3"
"973","inorganic cation transmembrane transport (GO:0098662)","2/141",0.277694879496046,0.378104327449419,0.358733380779166,0.477123315495469,-0.503367027791988,0.644930106750549,"COX8C;SLC11A1"
"974","dicarboxylic acid metabolic process (GO:0043648)","1/60",0.358075933758965,0.449459896020368,0.417085866208443,0.529597964995969,-0.627491961849072,0.64444065126134,"MTHFD1L"
"975","T cell receptor signaling pathway (GO:0050852)","2/164",0.339890812366936,0.433864861125167,0.430008137196443,0.539749797210118,-0.591412173209661,0.638211122977354,"PTPRC;PLCG2"
"976","negative regulation of angiogenesis (GO:0016525)","1/70",0.403869855333407,0.486176998678077,0.466561152914396,0.566169374886049,-0.702422016161092,0.636859766681553,"STAT1"
"977","vesicle coating (GO:0006901)","1/64",0.376798385011364,0.464021041659387,0.437399893424137,0.542249867876631,-0.650552029502754,0.634968070177397,"CTSZ"
"978","regulation of actin filament-based process (GO:0032970)","1/63",0.372169247218745,0.461857819668989,0.432388214547447,0.540485268184309,-0.641653117317398,0.634214152026073,"BST2"
"979","gland development (GO:0048732)","1/76",0.429773011994882,0.506233117745682,0.494222095012417,0.585007489675798,-0.748726377283186,0.632297994614918,"MSN"
"980","protein stabilization (GO:0050821)","2/153",0.310279525389748,0.408173393116426,0.396388588092094,0.510307957960441,-0.538049394151568,0.629669355894485,"PYHIN1;IRGM"
"981","negative regulation of blood vessel morphogenesis (GO:2000181)","1/66",0.385955203675624,0.472158396374749,0.447291910314059,0.550548265504025,-0.659267173530234,0.627644743785271,"STAT1"
"982","vascular endothelial growth factor receptor signaling pathway (GO:0048010)","1/71",0.408266801198217,0.489027331455121,0.471273380138174,0.56966973278374,-0.696682126627434,0.624111810570227,"CYBB"
"983","negative regulation of protein serine/threonine kinase activity (GO:0071901)","1/68",0.394978381351727,0.479126162040596,0.457011334104061,0.559084931568928,-0.670952120322993,0.623263692697182,"APOE"
"984","negative regulation of cell adhesion (GO:0007162)","1/66",0.385955203675624,0.472158396374749,0.447291910314059,0.550548265504025,-0.650746969050565,0.619533219698602,"PTPRC"
"985","regulation of phosphatase activity (GO:0010921)","1/73",0.416964291161084,0.495994048222217,0.480574281960447,0.576210954987402,-0.686227353551672,0.600280598366701,"SFI1"
"986","glucose homeostasis (GO:0042593)","1/75",0.425534799471409,0.502715130748086,0.489712826225041,0.581956563709245,-0.697536430959221,0.595981090144331,"OAS1"
"987","steroid biosynthetic process (GO:0006694)","1/80",0.44641754460772,0.516746533383576,0.511867209063075,0.595942016348798,-0.738184757181557,0.595346424664567,"TFCP2L1"
"988","activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)","1/80",0.44641754460772,0.516746533383576,0.511867209063075,0.595942016348798,-0.737781566454065,0.595021251114538,"IFI27L2"
"989","regulation of actin cytoskeleton organization (GO:0032956)","1/76",0.429773011994882,0.506233117745682,0.494222095012417,0.585007489675798,-0.696744166324536,0.588399116811161,"BST2"
"990","regulation of protein localization to plasma membrane (GO:1903076)","1/68",0.394978381351727,0.479126162040596,0.457011334104061,0.559084931568928,-0.628100453778623,0.583457740648301,"TREM2"
"991","COPII-coated vesicle budding (GO:0090114)","1/69",0.399440461344558,0.48229033659338,0.461807259402974,0.562667085521318,-0.632534603431097,0.580471033058129,"CTSZ"
"992","water-soluble vitamin metabolic process (GO:0006767)","1/78",0.438156492180475,0.510971412271371,0.503122360726174,0.589749459800622,-0.700697880394332,0.578201277380864,"MTHFD1L"
"993","negative regulation of mitotic cell cycle phase transition (GO:1901991)","1/80",0.44641754460772,0.516746533383576,0.511867209063075,0.595942016348798,-0.715972762753452,0.577432438580743,"GPNMB"
"994","antigen receptor-mediated signaling pathway (GO:0050851)","3/258",0.294976259634324,0.394064737094635,0.403491109831514,0.51724126313508,-0.472667040719063,0.57706047320098,"IGHM;PTPRC;PLCG2"
"995","protein catabolic process (GO:0030163)","1/82",0.454557945049198,0.521659355985032,0.520459332927529,0.600146886294423,-0.730880201662637,0.576247790885199,"APOE"
"996","negative regulation of intracellular signal transduction (GO:1902532)","2/162",0.334532372261469,0.430215057177236,0.423966314369924,0.536638034470335,-0.518091326076976,0.567321206315624,"STAT1;PLEK"
"997","negative regulation of phosphatase activity (GO:0010923)","1/69",0.399440461344558,0.48229033659338,0.461807259402974,0.562667085521318,-0.615900274926583,0.565205866853992,"SFI1"
"998","positive regulation of cellular protein localization (GO:1903829)","1/67",0.390483375910521,0.476247437218803,0.452173008388591,0.555421483290777,-0.600888689994949,0.565057626445872,"PYHIN1"
"999","positive regulation of cellular component biogenesis (GO:0044089)","1/88",0.478272611069935,0.539624060242764,0.545345597072093,0.618777254681612,-0.764080960474693,0.56356655063505,"PLEK"
"1000","positive regulation of inflammatory response (GO:0050729)","1/74",0.421265302302491,0.499630599679628,0.485163671875762,0.579982365684815,-0.645610692794024,0.558125583785545,"OSMR"
"1001","protein sumoylation (GO:0016925)","1/69",0.399440461344558,0.48229033659338,0.461807259402974,0.562667085521318,-0.606084122215594,0.556197676197076,"IFIH1"
"1002","Fc-epsilon receptor signaling pathway (GO:0038095)","2/183",0.390042855476346,0.476247437218803,0.485663626593215,0.58000462838932,-0.583220464247,0.549101285607344,"FCER1G;PLCG2"
"1003","purine ribonucleotide metabolic process (GO:0009150)","1/67",0.390483375910521,0.476247437218803,0.452173008388591,0.555421483290777,-0.583911396090798,0.549092690582236,"SULT1C2"
"1004","lipid biosynthetic process (GO:0008610)","1/73",0.416964291161084,0.495994048222217,0.480574281960447,0.576210954987402,-0.626314179069636,0.547871267782625,"TFCP2L1"
"1005","response to interleukin-1 (GO:0070555)","1/77",0.433980167564917,0.509197762332741,0.498691825166728,0.58798791519169,-0.654946446478887,0.546720765874704,"CCL8"
"1006","ERBB signaling pathway (GO:0038127)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.682685988241247,0.544367780474968,"MVP"
"1007","regulation of cell cycle G2/M phase transition (GO:1902749)","1/85",0.46654614498441,0.530866954396803,0.533066937320975,0.610014871293233,-0.711704712155594,0.54260249549433,"SFI1"
"1008","peptidyl-tyrosine phosphorylation (GO:0018108)","1/80",0.44641754460772,0.516746533383576,0.511867209063075,0.595942016348798,-0.663421519269707,0.535049830953924,"PTPN6"
"1009","visual perception (GO:0007601)","1/79",0.442302210252429,0.514453825631444,0.507514042676914,0.593166267144211,-0.64711831994026,0.527894468219731,"EYA4"
"1010","positive regulation of transcription from RNA polymerase II promoter (GO:0045944)","8/849",0.286863151137033,0.386223572201256,0.482943448486392,0.578475999429525,-0.418373325541134,0.522443691209308,"MMP12;DBP;IFI16;DDX58;STAT1;SLC11A1;IRF7;IKZF1"
"1011","mitochondrial ATP synthesis coupled electron transport (GO:0042775)","1/86",0.470483765726228,0.534338301319609,0.537195948170516,0.614156658012782,-0.68992620596722,0.520200098903758,"COX8C"
"1012","positive regulation of epithelial cell migration (GO:0010634)","1/75",0.425534799471409,0.502715130748086,0.489712826225041,0.581956563709245,-0.605264989063117,0.517143581320875,"ANXA3"
"1013","nitrogen compound transport (GO:0071705)","1/75",0.425534799471409,0.502715130748086,0.489712826225041,0.581956563709245,-0.604790891602283,0.51673850839708,"SLC11A1"
"1014","Fc receptor signaling pathway (GO:0038093)","2/184",0.392638575267706,0.478391792919702,0.488500390541768,0.581956563709245,-0.551541864885442,0.515617597001159,"FCER1G;PLCG2"
"1015","protein localization to nucleus (GO:0034504)","1/97",0.511937757961365,0.566469236311703,0.58029198649565,0.644471745370745,-0.769482601294277,0.515208789960804,"MMP12"
"1016","regulation of cation channel activity (GO:2001257)","1/72",0.412631535017581,0.492785926358954,0.475944303401578,0.573512885598901,-0.578730424794271,0.512292317443529,"CTSS"
"1017","positive regulation of translation (GO:0045727)","1/79",0.442302210252429,0.514453825631444,0.507514042676914,0.593166267144211,-0.627011587025268,0.511492161635711,"VIM"
"1018","respiratory electron transport chain (GO:0022904)","1/95",0.50464816673651,0.56201574946164,0.572764005407765,0.640836236319737,-0.747102077648199,0.510938472928527,"COX8C"
"1019","positive regulation of protein targeting to mitochondrion (GO:1903955)","1/82",0.454557945049198,0.521659355985032,0.520459332927529,0.600146886294423,-0.643492555248305,0.50734875916651,"ITGAX"
"1020","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","1/77",0.433980167564917,0.509197762332741,0.498691825166728,0.58798791519169,-0.606134766621448,0.505974901630749,"EYA4"
"1021","regulation of protein targeting to mitochondrion (GO:1903214)","1/89",0.482124254628573,0.541434973744111,0.549366863225146,0.621001003927112,-0.692355666847648,0.505110436620665,"ITGAX"
"1022","regulation of gene expression, epigenetic (GO:0040029)","1/75",0.425534799471409,0.502715130748086,0.489712826225041,0.581956563709245,-0.590128426777141,0.50421077309489,"IFI16"
"1023","regulation of endocytosis (GO:0030100)","1/70",0.403869855333407,0.486176998678077,0.466561152914396,0.566169374886049,-0.555440998759312,0.503597576295358,"APOE"
"1024","calcium ion homeostasis (GO:0055074)","1/88",0.478272611069935,0.539624060242764,0.545345597072093,0.618777254681612,-0.679945643749934,0.501510495470814,"CCL8"
"1025","regulation of protein kinase B signaling (GO:0051896)","2/164",0.339890812366936,0.433864861125167,0.430008137196443,0.539749797210118,-0.463595408345319,0.500280108475755,"CD86;PIK3CG"
"1026","ERAD pathway (GO:0036503)","1/78",0.438156492180475,0.510971412271371,0.503122360726174,0.589749459800622,-0.604807215051072,0.499074300203237,"TRIM25"
"1027","organic substance transport (GO:0071702)","1/88",0.478272611069935,0.539624060242764,0.545345597072093,0.618777254681612,-0.673412175833058,0.496691576837753,"TAP1"
"1028","C-terminal protein amino acid modification (GO:0018410)","1/83",0.458583448734023,0.524779730032761,0.524698952027589,0.603879882706059,-0.631763719175704,0.492531208438382,"CD52"
"1029","regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.610524906250049,0.486827170711729,"PTPN6"
"1030","regulation of cell death (GO:0010941)","1/97",0.511937757961365,0.566469236311703,0.58029198649565,0.644471745370745,-0.726976962707958,0.486749044950671,"CTSZ"
"1031","regulation of endothelial cell migration (GO:0010594)","1/70",0.403869855333407,0.486176998678077,0.466561152914396,0.566169374886049,-0.536813121234021,0.486708376552779,"ANXA3"
"1032","response to ionizing radiation (GO:0010212)","1/78",0.438156492180475,0.510971412271371,0.503122360726174,0.589749459800622,-0.589049274108272,0.486071175979582,"IFI16"
"1033","positive regulation of protein ubiquitination (GO:0031398)","1/84",0.462579443754418,0.526850878756213,0.528901378931591,0.605823347540463,-0.627910538002099,0.484079445401135,"PYHIN1"
"1034","skin development (GO:0043588)","1/95",0.50464816673651,0.56201574946164,0.572764005407765,0.640836236319737,-0.706430473030195,0.483123415017711,"ST14"
"1035","negative regulation of signal transduction (GO:0009968)","3/284",0.347202970027742,0.440863623691706,0.463949279554583,0.564705941276032,-0.450118343730045,0.476155773313244,"PTPRC;PLEK;APOD"
"1036","regulation of hematopoietic stem cell differentiation (GO:1902036)","1/77",0.433980167564917,0.509197762332741,0.498691825166728,0.58798791519169,-0.567160088734279,0.473440538159124,"EIF2AK2"
"1037","regulation of protein serine/threonine kinase activity (GO:0071900)","1/81",0.450502716359183,0.518486889410521,0.516182195062452,0.597501964505528,-0.589578055842765,0.470124337109519,"IRGM"
"1038","positive regulation of autophagy (GO:0010508)","1/68",0.394978381351727,0.479126162040596,0.457011334104061,0.559084931568928,-0.500832262422839,0.465235231910848,"IRGM"
"1039","positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)","2/164",0.339890812366936,0.433864861125167,0.430008137196443,0.539749797210118,-0.430062155620808,0.464093340857756,"BST2;TRIM25"
"1040","regulation of GTPase activity (GO:0043087)","2/189",0.405542133342049,0.487216620814725,0.502538248572887,0.589749459800622,-0.511947045138984,0.462047825775594,"CCL8;PROM2"
"1041","establishment of protein localization to membrane (GO:0090150)","1/84",0.462579443754418,0.526850878756213,0.528901378931591,0.605823347540463,-0.596781688017981,0.460081064223726,"RTP4"
"1042","negative regulation of neuron differentiation (GO:0045665)","1/65",0.38139362164963,0.468003374834831,0.442367664780826,0.545601879284437,-0.475265630965904,0.458119619880494,"APOE"
"1043","regulation of mitotic cell cycle phase transition (GO:1901990)","2/185",0.395229381799462,0.479126162040596,0.491327489111794,0.583300122541587,-0.489845109102891,0.454717811403368,"PTPN6;SFI1"
"1044","negative regulation of translation (GO:0017148)","1/89",0.482124254628573,0.541434973744111,0.549366863225146,0.621001003927112,-0.604709884970069,0.441168157714056,"EIF2AK2"
"1045","negative regulation of kinase activity (GO:0033673)","1/92",0.493510550391279,0.551651403730512,0.561220140220959,0.631438159632358,-0.622603040076163,0.439689141455056,"PTPRC"
"1046","cellular transition metal ion homeostasis (GO:0046916)","1/94",0.500962923590007,0.559462764528229,0.568949930399434,0.638346988949085,-0.632157551741466,0.436961956618562,"SLC11A1"
"1047","positive regulation of cell growth (GO:0030307)","1/99",0.519120794724625,0.570748683980998,0.587688341264358,0.649096655566958,-0.6630636745685,0.434716929593304,"CXCL16"
"1048","regulation of fat cell differentiation (GO:0045598)","1/73",0.416964291161084,0.495994048222217,0.480574281960447,0.576210954987402,-0.496341865295044,0.434177376275805,"CMKLR1"
"1049","regulation of neuron apoptotic process (GO:0043523)","1/90",0.485947655501861,0.545220600446688,0.553352838013826,0.624920496538576,-0.596120190919686,0.430192738205991,"APOE"
"1050","epithelial cell differentiation (GO:0030855)","1/97",0.511937757961365,0.566469236311703,0.58029198649565,0.644471745370745,-0.637804418701412,0.427043369451234,"UPK1B"
"1051","cell-matrix adhesion (GO:0007160)","1/91",0.489743019340878,0.548457563481188,0.557303828814966,0.628204970740911,-0.595962501691745,0.42544241847638,"ITGB2"
"1052","glycoprotein biosynthetic process (GO:0009101)","1/73",0.416964291161084,0.495994048222217,0.480574281960447,0.576210954987402,-0.480886354546093,0.420657595706835,"B3GALT5"
"1053","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)","1/88",0.478272611069935,0.539624060242764,0.545345597072093,0.618777254681612,-0.567885829097464,0.418858045697349,"PYHIN1"
"1054","positive regulation of JNK cascade (GO:0046330)","1/77",0.433980167564917,0.509197762332741,0.498691825166728,0.58798791519169,-0.500592451446265,0.417872774052252,"FCGR2B"
"1055","axon development (GO:0061564)","1/95",0.50464816673651,0.56201574946164,0.572764005407765,0.640836236319737,-0.607126950571499,0.415210352479874,"S100A6"
"1056","negative regulation of signaling (GO:0023057)","1/84",0.462579443754418,0.526850878756213,0.528901378931591,0.605823347540463,-0.535269842629635,0.412659308736177,"MVP"
"1057","regulation of inflammatory response (GO:0050727)","2/167",0.347903738945011,0.441288426767094,0.439008537301468,0.543684776411376,-0.389520836391244,0.411267570333207,"APOE;USP18"
"1058","positive regulation of protein complex assembly (GO:0031334)","1/89",0.482124254628573,0.541434973744111,0.549366863225146,0.621001003927112,-0.555211127675592,0.405056170614952,"PLEK"
"1059","regulation of lipid metabolic process (GO:0019216)","1/101",0.526198824048388,0.577476851528514,0.594955353369069,0.656521246162755,-0.63028493883073,0.404690923888288,"NPC2"
"1060","protein import into nucleus (GO:0006606)","1/104",0.536622308430522,0.586778477004337,0.605618252968981,0.665241563197468,-0.644386060892456,0.40110504247164,"MMP12"
"1061","regulation of hematopoietic progenitor cell differentiation (GO:1901532)","1/78",0.438156492180475,0.510971412271371,0.503122360726174,0.589749459800622,-0.484453691610388,0.399761082712799,"EIF2AK2"
"1062","protein N-linked glycosylation (GO:0006487)","1/74",0.421265302302491,0.499630599679628,0.485163671875762,0.579982365684815,-0.461528441790641,0.398987863557917,"B3GALT5"
"1063","regulation of stem cell differentiation (GO:2000736)","1/89",0.482124254628573,0.541434973744111,0.549366863225146,0.621001003927112,-0.543908517293751,0.396810312686297,"EIF2AK2"
"1064","sensory perception of light stimulus (GO:0050953)","1/82",0.454557945049198,0.521659355985032,0.520459332927529,0.600146886294423,-0.500424889907976,0.394549936716642,"EYA4"
"1065","positive regulation of epithelial cell proliferation (GO:0050679)","1/108",0.550166808858197,0.596178961037885,0.619403378273043,0.674237643016275,-0.650253103808033,0.388548180707996,"MMP12"
"1066","negative regulation of NF-kappaB transcription factor activity (GO:0032088)","1/83",0.458583448734023,0.524779730032761,0.524698952027589,0.603879882706059,-0.495240361763164,0.386095824187134,"CMKLR1"
"1067","ciliary basal body-plasma membrane docking (GO:0097711)","1/97",0.511937757961365,0.566469236311703,0.58029198649565,0.644471745370745,-0.574495333241163,0.384654630240448,"SFI1"
"1068","central nervous system development (GO:0007417)","2/218",0.477585326281547,0.539624060242764,0.578947621003503,0.644471745370745,-0.519639347726957,0.384019942929016,"APOD;KLK6"
"1069","positive regulation of MAP kinase activity (GO:0043406)","2/178",0.376993028866838,0.464021041659387,0.471336700070862,0.56966973278374,-0.391144300676647,0.381572445299406,"EIF2AK2;PIK3CG"
"1070","regulation of protein ubiquitination (GO:0031396)","1/102",0.52969893826995,0.580261109650263,0.59854105879616,0.659270544652078,-0.598271166353653,0.380169303653342,"ISG15"
"1071","regulation of peptidyl-serine phosphorylation (GO:0033135)","1/87",0.47439251767322,0.538270229563306,0.541288729615932,0.617079393743801,-0.508628958416453,0.37929489043362,"IRGM"
"1072","transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)","4/397",0.334113633467807,0.430135607188789,0.470812225678559,0.56966973278374,-0.341786200336369,0.374691367336104,"CSF1;MVP;BDKRB2;CYBB"
"1073","cellular response to DNA damage stimulus (GO:0006974)","3/330",0.438254085198059,0.510971412271371,0.563709127063692,0.633646919880363,-0.454016931593324,0.374544188685143,"PARP3;UBA7;IRF7"
"1074","response to endoplasmic reticulum stress (GO:0034976)","1/107",0.546818005112106,0.595226464462591,0.616002584699754,0.674189931483382,-0.618006890777021,0.373053213895921,"TRIM25"
